"년도","월","회원타입","건수","현년 전기사용량","전년 전기사용량","전전년 전기사용량","토탈 전기 증감량","토탈 전기탄소 증감량","현년 가스사용량","전년 가스사용량","전전년 가스사용량","토탈 가스 증감량","토탈 가스탄소 증감량","현년 수도사용량","전년 수도사용량","전전년 수도사용량","토탈 수도 증감량","토탈 수도탄소 증감량","현년 지역난방 사용량","전년 지역난방 사용량","전전년 지역난방 사용량","토탈 지역난방 증감량","토탈 지역난방탄소 증감량","등록일"
"2017","07","종교단체","550","6312403","6190033","5736542","349115.5","148024.972","190025","182537","185679","5917","13254.08","41248","41484","39838","587","194.884","0","0","0","0","0","2017-10-05 04:00:01.0"
"2017","07","소상공인","19492","62398895","61004696","60252033","1770530.5","750704.932","1793398","1859021","1779271","-25748","-57675.52","1225479.8","1208346.6","1199074.4","21769.3","7227.4076","0","0","0","0","0","2017-10-05 04:00:01.0"
"2017","07","기업","14964","602453527","591274150","586091957","13770473.5","5838680.764","16528448","17143341","16464610","-275527.5","-617181.6","4332305.6","4373208.19","4387014.6","-47805.795","-15871.52394","0","0","0","0","0","2017-10-05 04:00:01.0"
"2017","07","공동주택관리소","2726","386879369","367450540","355557444","25375377","10759159.848","2486624","2547649","2556144","-65272.5","-146210.4","14991644.7","15246109.4","15779641.8","-521230.9","-173048.6588","0","0","0","0","0","2017-10-05 04:00:01.0"
"2017","07","공공기관","2226","200094495","191949599","190223334","9008028.5","3819404.084","2482235","2349987","2114396","250043.5","560097.44","1525850.4","1484076.6","1479623.8","44000.2","14608.0664","0","0","0","0","0","2017-10-05 04:00:01.0"
"2017","07","개인","969159","255974689","242051538","235481480","17208180","7296268.32","10085989","10377076","10341414","-273256","-612093.44","13786672.672","13955728.848","14266116.26","-324249.882","-107650.960824","40992.123","39996.975","39506.446","1240.4125","-109193.15365","2017-10-05 04:00:01.0"
"2017","06","학교","5364","97431743","101092266","95152771","-690775.5","-292888.812","3115203","3338283","3169961","-138919","-311178.56","2332263","2415393.2","2413815","-82341.1","-27337.2452","6.036","6.022","6.012","0.019","0.005928","2017-09-05 04:00:01.0"
"2017","06","종교단체","549","4952160","5294945","5005630","-198127.5","-84006.06","144963","145384","139992","2275","5096","44941","44899","44094","444.5","147.574","0","0","0","0","0","2017-09-05 04:00:01.0"
"2017","06","소상공인","19268","51862387","54090198","53120305","-1742864.5","-738974.548","1697388","1748366","1755259","-54424.5","-121910.88","1341681.8","1345892.6","1340997","-1763","-585.316","0","0","0","0","0","2017-09-05 04:00:01.0"
"2017","06","기업","14891","512056417","531426383","525013627","-16163588","-6853361.312","13579953","13763098","13673331","-138261.5","-309705.76","4256572.174","4488402.6","4499033.2","-237145.726","-78732.381032","0","0","0","0","0","2017-09-05 04:00:01.0"
"2017","06","공동주택관리소","2713","326257078","337015157","338599397","-11550199","-4897284.376","3113050","3382109","3358222","-257115.5","-575938.72","15660139.7","15699560.6","15683079.8","-31180.5","-10351.926","0","0","0","0","0","2017-09-05 04:00:01.0"
"2017","06","공공기관","2224","135648889","134817905","131109715","2685079","1138473.496","2113443","2237851","2075320","-43142.5","-96639.2","1134424.8","1097666.2","1126228.2","22477.6","7462.5632","0","0","0","0","0","2017-09-05 04:00:01.0"
"2017","06","개인","969173","211179181","218165337","220202132","-8004553.5","-3393930.684","14312533","14385369","14903629","-331966","-743603.84","13629782.778","13831205.642","14105111.488","-338375.787","-112340.761284","235859.209","224704.898","233545.761","6733.8795","306254.384304","2017-09-05 04:00:01.0"
"2017","05","학교","5360","84904641","86733753","85282411","-1103441","-467858.984","2913050","2845665","2928092","26171.5","58624.16","2185143.4","2273993.4","2323922.388","-113814.494","-37786.412008","100269.239","1155.041","1177.191","99103.123","396342.074376","2017-08-05 04:00:00.0"
"2017","05","종교단체","549","4305155","4547070","4300506","-118633","-50300.392","178361","156856","176670","11598","25979.52","38278","36033","35066","2728.5","905.862","0","0","0","0","0","2017-08-05 04:00:00.0"
"2017","05","소상공인","18975","45292191","45834658","45707697","-478986.5","-203090.276","1882724","1903921","1883922","-11197.5","-25082.4","1117895.984","1113750.2","1094151.768","13945","4629.74","0","0","0","0","0","2017-08-05 04:00:00.0"
"2017","05","기업","14735","463525234","479632160","477565197","-15073444.5","-6391140.468","12489413","12647134","13162511","-415409.5","-930517.28","3794873.4","3936292.4","3945580.2","-146062.9","-48492.8828","0","0","0","0","0","2017-08-05 04:00:00.0"
"2017","05","공동주택관리소","2703","314539356","321497482","323030091","-7724430.5","-3275158.532","5850050","5635226","6392904","-164015","-367393.6","14650359.1","14696002.1","14729938.8","-62611.35","-20786.9682","0","0","0","0","0","2017-08-05 04:00:00.0"
"2017","05","공공기관","2224","123260696","122564275","121553900","1201608.5","509482.004","2237301","2281710","2384396","-95752","-214484.48","1384871.2","1353270","1354961","30755.7","10210.8924","0","0","0","0","0","2017-08-05 04:00:00.0"
"2017","05","개인","967285","209894672","214563512","216766714","-5770441","-2446666.984","25103152","25081443","26502382","-688760.5","-1542823.52","12950202.184","13113270.692","13081233.919","-147050.1215","-48820.640338","19809726.81","14984500.122","15024074.936","4805439.281","18340444.873452","2017-08-05 04:00:00.0"
"2017","04","학교","5365","104521646","100848602","105064302","1565194","663642.256","5446561","5271665","5745277","-61910","-138678.4","1911251.2","1999436.6","1984062.8","-80498.5","-26725.502","4008.552","4132.205","5948.278","-1031.6895","619.467876","2017-07-05 04:00:00.0"
"2017","04","종교단체","545","4618870","4632450","4541136","32077","13600.648","322233","303361","340403","351","786.24","39712","32257","33359","6904","2292.128","0","0","0","0","0","2017-07-05 04:00:00.0"
"2017","04","소상공인","18798","45512398","45466670","47114048","-777961","-329855.464","2649822","2579651","2714762","2615.5","5858.72","1232602.908","1239494.8","1216943","4384.008","1455.490656","242.555","222.537","221.447","20.563","6.415656","2017-07-05 04:00:00.0"
"2017","04","기업","14322","430082680","439101886","448634740","-13785633","-5845108.392","17492923","17354892","18851156","-610101","-1366626.24","3826722.6","4017625.4","3960407.8","-162294","-53881.608","0","0","0","0","0","2017-07-05 04:00:00.0"
"2017","04","공동주택관리소","2682","329106057","333287459","338254062","-6664703.5","-2825834.284","11993138","11640063","12071801","137206","307341.44","14813593","15147108.1","15130404.1","-325163.1","-107954.1492","0","0","0","0","0","2017-07-05 04:00:00.0"
"2017","04","공공기관","2216","127095762","123489865","125649227","2526216","1071115.584","3745418","3736281","3975243","-110344","-247170.56","983760.4","1009899.2","1015016.2","-28697.3","-9527.5036","0","0","0","0","0","2017-07-05 04:00:00.0"
"2017","04","개인","963798","214202199","218030522","221729039","-5677581.5","-2407294.556","45050211","44046751","45236302","408684.5","915453.28","12690616.841","13074226.26","12930218.188","-311605.383","-103452.987156","4466510.567","4019050.549","4943606.429","-14817.922","-2616086.439911","2017-07-05 04:00:00.0"
"2017","03","학교","5345","122346377","120281069","118118689","3146498","1334115.152","7755495","7592369","7457687","230467","516246.08","1484830","1574039.4","1550616.4","-77497.9","-25729.3028","10330.93","10136.392","13049.082","-1261.807","1870.706216","2017-06-05 04:00:01.0"
"2017","03","종교단체","538","5582243","5762468","5635967","-116974.5","-49597.188","495511","499443","446139","22720","50892.8","37794","37249","32830","2754.5","914.494","0","0","0","0","0","2017-06-05 04:00:01.0"
"2017","03","소상공인","18574","49644960","50285339","49258496","-126957.5","-53829.98","3592881","3718541","3477400","-5089.5","-11400.48","1096086.2","1087317.6","1071201.8","16826.5","5586.398","1408.85","1428.087","1403.957","-7.172","-2.237664","2017-06-05 04:00:01.0"
"2017","03","기업","14366","464537281","477508025","476066496","-12249979.5","-5193991.308","24827217","24115401","24648431","445301","997474.24","3697693.2","3799852","3779168","-91816.8","-30483.1776","0","0","0","0","0","2017-06-05 04:00:01.0"
"2017","03","공동주택관리소","2669","328893020","346339370","340626817","-14590073.5","-6186191.164","16198908","16296207","15768405","166602","373188.48","13837775","14310346.5","14059283.9","-347040.2","-115217.3464","0","0","0","0","0","2017-06-05 04:00:01.0"
"2017","03","공공기관","2175","135878873","135020229","130798343","2969587","1259104.888","5534274","5441639","5065066","280921.5","629264.16","1301041.8","1275361.4","1233425.8","46648.2","15487.2024","0","0","0","0","0","2017-06-05 04:00:01.0"
"2017","03","개인","958625","208386870","219405114","215703112","-9167221","-3886901.704","64297007","65379965","61175387","1019331","2283301.44","13598081.92","13989474.8","14023836.002","-408573.481","-135646.395692","11477962.549","11503057.152","12214905.408","-381018.731","-15396981.736036","2017-06-05 04:00:01.0"
"2017","02","학교","5199","139137820","138319027","130871958","4542327.5","1925946.86","8614507","9055745","8479704","-153217.5","-343207.2","1835788.8","1846702","1902369.6","-38747","-12864.004","13694.245","15522.514","16231.901","-2182.9625","3552.2607","2017-05-05 04:00:01.0"
"2017","02","종교단체","506","5719205","5864806","5298478","137563","58326.712","551072","577034","519800","2655","5947.2","39284","38456","36227","1942.5","644.91","0","0","0","0","0","2017-05-05 04:00:01.0"
"2017","02","소상공인","16931","50886824","51077237","49561504","567453.5","240600.284","4289337","4313468","4007950","128628","288126.72","1250274","1237202.416","1241239.6","11052.992","3669.593344","1599.63","1599.969","1599.919","-0.314","-0.097968","2017-05-05 04:00:01.0"
"2017","02","기업","12918","514104604","518040634","496122183","7023195.5","2977834.892","29598327","31349958","29511565","-832434.5","-1864653.28","3949028","4052454.8","4134402.6","-144400.7","-47941.0324","0","0","0","0","0","2017-05-05 04:00:01.0"
"2017","02","공동주택관리소","2328","352701174","361658281","358161883","-7208908","-3056576.992","18805595","19568550","18251369","-104364.5","-233776.48","14610182.3","14612261.3","14719048","-55472.35","-18416.8202","0","0","0","0","0","2017-05-05 04:00:01.0"
"2017","02","공공기관","2091","148252581","144533212","141244678","5363636","2274181.664","6424514","7016956","6361293","-264610.5","-592727.52","913230","934467.4","965956.2","-36981.8","-12277.9576","0","0","0","0","0","2017-05-05 04:00:01.0"
"2017","02","개인","924306","226181991","233176096","231676684","-6244399","-2647625.176","73537514","73012527","66750065","3656218","8189928.32","13724166.552","14061659.98","14018102.708","-315714.792","-104817.310944","17733782.246","17836850.544","16959646.954","335533.497","15742149.426704","2017-05-05 04:00:01.0"
"2017","01","학교","5141","136154761","133329206","143065680","-2042682","-866097.168","9060128","9334305","10222224","-718136.5","-1608625.76","2193136.4","2232113.2","2229530.4","-37685.4","-12511.5528","11705.259","14780.671","15036.492","-3203.3225","-417.74162","2017-04-05 04:00:00.0"
"2017","01","종교단체","496","5440956","5524969","5882754","-262905.5","-111471.932","464211","469713","533689","-37490","-83977.6","38287","37506","37519","774.5","257.134","0","0","0","0","0","2017-04-05 04:00:00.0"
"2017","01","소상공인","16394","48708330","49652976","50995259","-1615787.5","-685093.9","3983326","4106702","4371478","-255764","-572911.36","1086040.4","1063869.376","1081818.192","13196.616","4381.276512","2.554","1.264","1.264","1.29","0.40248","2017-04-05 04:00:00.0"
"2017","01","기업","12105","482598566","498501021","506580687","-19942288","-8455530.112","27734616","27951097","33466398","-2974131.5","-6662054.56","3732061.2","3770311.4","3870313.6","-88251.3","-29299.4316","0","0","0","0","0","2017-04-05 04:00:00.0"
"2017","01","공동주택관리소","2233","338047152","345519441","353586087","-11505612","-4878379.488","16383015","16621519","19113498","-1484493.5","-3325265.44","13387226","13541281.7","13677951.3","-222390.5","-73833.646","0","0","0","0","0","2017-04-05 04:00:00.0"
"2017","01","공공기관","2064","143744533","141761447","144626908","550355.5","233350.732","5878414","6229193","6934542","-703453.5","-1575735.84","1239771.6","1208077","1177419.2","47023.5","15611.802","0","0","0","0","0","2017-04-05 04:00:00.0"
"2017","01","개인","918254","222980440","227796920","232791286","-7313663","-3100993.112","61781772","60974441","69190410","-3300653.5","-7393463.84","14077034.016","13909557.076","14049392.286","97559.335","32389.69922","20567265.356","22587582.144","20891455.786","-1172253.609","-31118208.536988","2017-04-05 04:00:00.0"
"2016","12","학교","5131","134609933","127135941","140354044","864940.5","366734.772","7898350","7154482","8320362","160928","360478.72","2300595.4","2284444.4","2314773.4","986.5","327.518","9837.436","10400.538","14403.696","-2564.681","-266.195472","2017-03-05 04:00:00.0"
"2016","12","종교단체","480","4622720","4481510","4975331","-105700.5","-44817.012","327872","286286","317313","26072.5","58402.4","43298","40326","38880","3695","1226.74","0","0","0","0","0","2017-03-05 04:00:00.0"
"2016","12","소상공인","16368","45392360","45202400","47638881","-1028280.5","-435990.932","3295290","3218843","3535041","-81652","-182900.48","1269606.8","1235337.45","1253801.4","25037.375","8312.4085","1.588","1.588","1.588","0","0","2017-03-05 04:00:00.0"
"2016","12","기업","11754","453429282","454121351","487502697","-17382742","-7370282.608","19132519","17946063","20542970","-111997.5","-250874.4","4068657.4","4108889.2","4147751.2","-59662.8","-19808.0496","0","0","0","0","0","2017-03-05 04:00:00.0"
"2016","12","공동주택관리소","2159","309956930","315283093","326152830","-10761031.5","-4562677.356","11459582","10588707","11297495","516481","1156917.44","14331506.6","14441805.5","14456571.9","-117682.1","-39070.4572","0","0","0","0","0","2017-03-05 04:00:00.0"
"2016","12","공공기관","2058","134491611","130560799","137099245","661589","280513.736","3799390","3619635","3948961","15092","33806.08","1009037.4","1015769","999540.8","1382.5","458.99","0","0","0","0","0","2017-03-05 04:00:00.0"
"2016","12","개인","921883","212192127","216097675","221220992","-6467206.5","-2742095.556","46917377","42467759","46440503","2463246","5517671.04","14415082.726","14670778.558","14645078.508","-242845.807","-80624.807924","17554645.961","17911291.724","21690141.33","-2246070.566","-62620829.332072","2017-03-05 04:00:00.0"
"2016","11","학교","5135","104233988","93977750","94826917","9831654.5","4168621.508","4208736","3211252","3457406","874407","1958671.68","4486","4367","4417","94","31.208","6263.314","6944.071","7611.733","-1014.588","815.643544","2017-02-05 04:00:00.0"
"2016","11","종교단체","480","3718949","3549957","3730155","78893","33450.632","174468","153396","148600","23470","52572.8","0","0","0","0","0","0","0","0","0","0","2017-02-05 04:00:00.0"
"2016","11","소상공인","16418","41231221","40992942","41008235","230632.5","97788.18","2342575","2122681","2145110","208679.5","467442.08","158","163","175","-11","-3.652","1.114","1.114","1.114","0","0","2017-02-05 04:00:00.0"
"2016","11","기업","11721","416082700","412649527","421570864","-1027495.5","-435658.092","13505241","12495265","13260389","627414","1405407.36","0","0","0","0","0","0","0","0","0","0","2017-02-05 04:00:00.0"
"2016","11","공동주택관리소","2150","297275791","302520710","307294178","-7631653","-3235820.872","5687622","5397457","5629674","174056.5","389886.56","0","0","0","0","0","0","0","0","0","0","2017-02-05 04:00:00.0"
"2016","11","공공기관","2071","125258195","120245412","117215908","6527535","2767674.84","2386943","2229258","2337601","103513.5","231870.24","0","0","0","0","0","0","0","0","0","0","2017-02-05 04:00:00.0"
"2016","11","개인","920150","204812090","208974226","211739090","-5544568","-2350896.832","23915383","21492950","23070086","1633865","3659857.6","7215169","7231583","7262438","-31841.5","-10571.378","10865402.481","9629930.997","9797602.314","1151635.8255","35905988.439686","2017-02-05 04:00:00.0"
"2016","10","학교","5125","89241294","86363405","88136631","1991276","844301.024","2400132","2445708","2302029","26263.5","58830.24","2117158.4","2151473.6","2057151.2","12846","4264.872","1241.244","1591.721","1727.317","-418.275","-433.2768","2017-01-05 04:00:00.0"
"2016","10","종교단체","479","3851481","3722477","3865141","57672","24452.928","149954","147836","135789","8141.5","18236.96","47683","44724.4","38782.2","5929.7","1968.6604","0","0","0","0","0","2017-01-05 04:00:00.0"
"2016","10","소상공인","16335","41645861","41869680","42112190","-345074","-146311.376","1592165","1557692","1608358","9140","20473.6","1411241.8","1384186.2","1366075.068","36111.166","11988.907112","0","0","0","0","0","2017-01-05 04:00:00.0"
"2016","10","기업","11513","443874231","444829827","455907444","-6494404.5","-2753627.508","13318698","12860834","14082782","-153110","-342966.4","4885422.2","4848697.4","4751094","85526.5","28394.798","0","0","0","0","0","2017-01-05 04:00:00.0"
"2016","10","공동주택관리소","2109","278243172","282753662","287875698","-7071508","-2998319.392","2428332","2591426","2719658","-227210","-508950.4","14468860.9","14541490.6","14618513.5","-111141.15","-36898.8618","0","0","0","0","0","2017-01-05 04:00:00.0"
"2016","10","공공기관","2087","126628127","123143085","116648491","6732339","2854511.736","1929332","1877236","2329771","-174171.5","-390144.16","1206430.4","1221350.2","1176599.8","7455.4","2475.1928","0","0","0","0","0","2017-01-05 04:00:00.0"
"2016","10","개인","915645","197827666","199976386","203973086","-4147070","-1758357.68","10129547","10397969","11291889","-715382","-1602455.68","15173666.268","15247524.754","15378130.238","-139161.228","-46201.527696","2142328.405","2089346.702","2451332.451","-128011.1715","-1468922.340108","2017-01-05 04:00:00.0"
"2016","09","학교","5111","114309661","110486447","100250283","8941296","3791109.504","3426211","3251078","2847121","377111.5","844729.76","2088293.6","2072765.2","2080367.2","11727.4","3893.4968","0.075","0.085","0.125","-0.03","-0.00936","2016-12-05 04:00:00.0"
"2016","09","종교단체","474","4934837","4833870","4762146","136829","58015.496","212874","184146","168705","36448.5","81644.64","44641","41266","40593","3711.5","1232.218","0","0","0","0","0","2016-12-05 04:00:00.0"
"2016","09","소상공인","16055","46736641","46543823","44777134","1076162.5","456292.9","1645517","1649025","1636529","2740","6137.6","1386071","1295711.2","1306788.2","84821.3","28160.6716","0","0","0","0","0","2016-12-05 04:00:00.0"
"2016","09","기업","11351","507247045","505675837","509681156","-431451.5","-182935.436","19527495","17529836","17736234","1894460","4243590.4","4907131.4","4772003.6","4737525.29","152366.955","50585.82906","0","0","0","0","0","2016-12-05 04:00:00.0"
"2016","09","공동주택관리소","2098","330160830","309619535","309075452","20813336.5","8824854.676","2095497","2175017","2211011","-97517","-218438.08","14200519.4","14114932.8","13909242.7","188431.65","62559.3078","0","0","0","0","0","2016-12-05 04:00:00.0"
"2016","09","공공기관","2086","150900924","147428300","140128406","7122571","3019970.104","3509346","3037655","2619188","680924.5","1525270.88","1666627.8","1605912.4","1561871.6","82735.8","27468.2856","0","0","0","0","0","2016-12-05 04:00:00.0"
"2016","09","개인","912883","241676328","223335467","221958001","19029594","8068547.856","7030657","7600026","8375553","-957132.5","-2143976.8","15233262.266","15304192.837","15364873.664","-101270.9845","-33621.966854","2597269.386","2606458.435","2610559.822","-11239.7425","-675600.52681","2016-12-05 04:00:00.0"
"2016","08","학교","4951","116470582","106264287","104164087","11256395","4772711.48","4036641","3572173","3403855","548627","1228924.48","2219501","2236824.2","2296508.734","-47165.467","-15658.935044","0","0","0","0","0","2016-11-05 04:00:01.0"
"2016","08","종교단체","428","5718007","5258962","5302854","437099","185329.976","217246","181924","175481","38543.5","86337.44","51148","47854","48119","3161.5","1049.618","0","0","0","0","0","2016-11-05 04:00:01.0"
"2016","08","소상공인","15153","52706950","50231029","48250068","3466401.5","1469754.236","1774016","1717987","1686999","71523","160211.52","1540289.36","1518437.4","1567643.618","-2751.149","-913.381468","0","0","0","0","0","2016-11-05 04:00:01.0"
"2016","08","기업","10510","592404025","572073936","567262118","22735998","9640063.152","20408906","18219343","19237101","1680684","3764732.16","5002243.4","4837985.2","5105103.4","30699.1","10192.1012","0","0","0","0","0","2016-11-05 04:00:01.0"
"2016","08","공동주택관리소","2068","411095499","364351952","338872526","59483260","25220902.24","2342347","2225401","2293109","83092","186126.08","14783355.2","14996136.4","14942720.4","-186073.2","-61776.3024","0","0","0","0","0","2016-11-05 04:00:01.0"
"2016","08","공공기관","2075","172258589","162921307","155435946","13079962.5","5545904.1","3479996","3171579","2788005","500204","1120456.96","1245461.2","1278923","1261005.4","-24503","-8134.996","0","0","0","0","0","2016-11-05 04:00:01.0"
"2016","08","개인","904595","303032015","263879865","246326228","47928968.5","20321882.644","8324791","8150345","8288675","105281","235829.44","15442898.396","15730859.08","15743380.976","-294221.632","-97681.581824","27303.979","26037.305","27807.861","381.396","7479.081102","2016-11-05 04:00:01.0"
"2016","07","학교","4872","112721669","107604625","112769280","2534716.5","1074719.796","3811379","3582532","3551516","244355","547355.2","2372243","2407100.2","2397204.6","-29909.4","-9929.9208","1","1","1","0","0","2016-10-05 04:00:01.0"
"2016","07","종교단체","415","4800535","4387520","4863060","175245","74303.88","166659","170335","162833","75","168","36656","35209","35097","1503","498.996","0","0","0","0","0","2016-10-05 04:00:01.0"
"2016","07","소상공인","14880","45717858","45686658","46914351","-582646.5","-247042.116","1749301","1680584","1682261","67878.5","152047.84","1242518.606","1223158.2","1214444.972","23717.02","7874.05064","0","0","0","0","0","2016-10-05 04:00:01.0"
"2016","07","기업","10024","549288701","547086969","573981726","-11245646.5","-4768154.116","16935918","16295738","17370930","102584","229788.16","4289116.59","4309406.6","4333262","-32217.71","-10696.27972","0","0","0","0","0","2016-10-05 04:00:01.0"
"2016","07","공동주택관리소","2037","310256816","303622974","311366653","2762002.5","1171089.06","2684539","2705298","2582850","40465","90641.6","13551648.6","14062433.6","13716905.8","-338021.1","-112223.0052","0","0","0","0","0","2016-10-05 04:00:01.0"
"2016","07","공공기관","2073","151178997","147555826","148907163","2947502.5","1249741.06","2611756","2342403","2329190","275959.5","618149.28","1427945.6","1436969.8","1418658","131.7","43.7244","0","0","0","0","0","2016-10-05 04:00:01.0"
"2016","07","개인","899332","226567751","220853425","226230836","3025620.5","1282863.092","9641899","9580088","9334955","184377.5","413005.6","14686067.972","14985057.36","15023509.682","-318215.549","-105647.562268","89835.795","86861.812","86383.884","3212.947","-6778.263136","2016-10-05 04:00:01.0"
"2016","06","학교","4860","102450091","96434544","94623982","6920828","2934431.072","3124176","2956115","2868423","211907","474671.68","2229601.6","2233353.6","2303536.62","-38843.51","-12896.04532","164.547","141.462","141.462","23.085","0.01092","2016-09-05 04:00:01.0"
"2016","06","종교단체","400","3773877","3517288","3833508","98479","41755.096","122755","121932","115657","3960.5","8871.52","40065","39622","35056","2726","905.032","0","0","0","0","0","2016-09-05 04:00:01.0"
"2016","06","소상공인","14812","41087967","40664872","40590697","460182.5","195117.38","1696042","1730666","1725581","-32081.5","-71862.56","1357369.2","1373702.8","1400011.2","-29487.8","-9789.9496","0","0","0","0","0","2016-09-05 04:00:01.0"
"2016","06","기업","9486","491711004","487848962","501638531","-3032742.5","-1285882.82","13631290","13573512","14318407","-314669.5","-704859.68","4376070.2","4392132.4","4353878.8","3064.6","1017.4472","0","0","0","0","0","2016-09-05 04:00:01.0"
"2016","06","공동주택관리소","2028","282654714","286573637","291275405","-6269807","-2658398.168","3460766","3597353","3833001","-254411","-569880.64","14079677.6","14076880.8","14133449","-25487.3","-8461.7836","0","0","0","0","0","2016-09-05 04:00:01.0"
"2016","06","공공기관","2073","133859455","130414610","129733110","3785595","1605092.28","2204158","2020370","2076898","155524","348373.76","1121880.6","1184290.4","1172973.2","-56751.2","-18841.3984","0","0","0","0","0","2016-09-05 04:00:01.0"
"2016","06","개인","895356","205061790","207493964","212520460","-4945422","-2096858.928","13344932","13903094","14045133","-629181.5","-1409366.56","14543461.284","14951755.668","14933011.49","-398922.295","-132442.20194","340601.066","346920.482","351642.532","-8680.441","-134539.689194","2016-09-05 04:00:01.0"
"2016","05","학교","4826","84901129","83515884","84504703","890835.5","377714.252","2763107","2857334","2777696","-54408","-121873.92","2281507","2327318.2","2329835.4","-47069.8","-15627.1736","800.031","819.881","850.028","-34.9235","-252.641012","2016-08-05 04:00:01.0"
"2016","05","종교단체","393","3177236","3009994","3265863","39307.5","16666.38","129091","143515","130677","-8005","-17931.2","26948","26042","29096","-621","-206.172","0","0","0","0","0","2016-08-05 04:00:01.0"
"2016","05","소상공인","14720","38736675","39107302","39000736","-317344","-134553.856","1827404","1824724","1844608","-7262","-16266.88","1133093.8","1121179.768","1135805.768","4601.032","1527.542624","0","0","0","0","0","2016-08-05 04:00:01.0"
"2016","05","기업","9344","438275208","438137961","448886206","-5236875.5","-2220435.212","12265019","12805328","13051024","-663157","-1485471.68","3732994.4","3747346.6","3794547","-37952.4","-12600.1968","0","0","0","0","0","2016-08-05 04:00:01.0"
"2016","05","공동주택관리소","2009","268717022","271831960","276516097","-5457006.5","-2313770.756","5593957","6461939","6032670","-653347.5","-1463498.4","13072774.1","13148494.8","13085315.2","-44130.9","-14651.4588","0","0","0","0","0","2016-08-05 04:00:01.0"
"2016","05","공공기관","2096","121564823","120519348","117245853","2682222.5","1137262.34","2306170","2457806","2394000","-119733","-268201.92","1344440","1341930","1288482.8","29233.6","9705.5552","0","0","0","0","0","2016-08-05 04:00:01.0"
"2016","05","개인","889960","195448592","198014328","202075529","-4596336.5","-1948846.676","23077064","24514071","23265211","-812577","-1820172.48","13762618.524","13746109.158","13815858.434","-18365.272","-6097.270304","1166907.615","1274652.297","1388626.945","-164732.006","-2134262.617971","2016-08-05 04:00:01.0"
"2016","04","학교","4608","98413736","102589612","98377949","-2070044.5","-877698.868","4873096","5269176","4571822","-47403","-106182.72","1833649","1821359.8","1881753.2","-17907.5","-5945.29","3445.648","5573.334","5655.908","-2168.973","-3326.009416","2016-07-05 04:00:01.0"
"2016","04","종교단체","388","3261200","3207791","3348899","-17145","-7269.48","234099","264958","224416","-10588","-23717.12","27622","28540","30832","-2064","-685.248","0","0","0","0","0","2016-07-05 04:00:01.0"
"2016","04","소상공인","14574","37649650","39235148","38957787","-1446817.5","-613450.62","2496655","2679204","2527101","-106497.5","-238554.4","1248483.6","1239807.8","1249502.6","3828.4","1271.0288","0","0","0","0","0","2016-07-05 04:00:01.0"
"2016","04","기업","9105","386952992","399737077","411158516","-18494804.5","-7841797.108","15964637","17367230","16658327","-1048141.5","-2347836.96","3889969.6","3841321.8","3896881.8","20867.8","6928.1096","0","0","0","0","0","2016-07-05 04:00:01.0"
"2016","04","공동주택관리소","1996","280083488","286342312","287941564","-7058450","-2992782.8","11228281","11669703","10844348","-28744.5","-64387.68","13603583.1","13603861.1","13530851.2","36226.95","12027.3474","0","0","0","0","0","2016-07-05 04:00:01.0"
"2016","04","공공기관","2097","122526788","124684057","121705053","-667767","-283133.208","3756540","4020694","3539613","-23613.5","-52894.24","1050055.4","1068203","1029186.2","1360.8","451.7856","0","0","0","0","0","2016-07-05 04:00:01.0"
"2016","04","개인","884738","202541336","206685781","208641867","-5122488","-2171934.912","40370608","41594576","38131522","507559","1136932.16","13748935.736","13587526.866","13626641.644","141851.481","47094.691692","4556396.936","5865233.355","5046601.924","-899520.7035","-15228261.863086","2016-07-05 04:00:01.0"
"2016","03","학교","4583","121098602","118921887","113581511","4846903","2055086.872","6869876","6708784","6385099","322934.5","723373.28","1647040.4","1620939.4","1656450.8","8345.3","2770.6396","7063.847","9688.341","9702.504","-2631.5755","-2980.461076","2016-06-05 04:00:01.0"
"2016","03","종교단체","368","3753203","3720141","3622308","81978.5","34758.884","382472","340802","325227","49457.5","110784.8","30283","25984","29068","2757","915.324","0","0","0","0","0","2016-06-05 04:00:01.0"
"2016","03","소상공인","14319","42936397","42505468","42399234","484046","205235.504","3796384","3589720","3438553","282247.5","632234.4","1088375.6","1078515.4","1083313.2","7461.3","2477.1516","0","0","0","0","0","2016-06-05 04:00:01.0"
"2016","03","기업","8579","421070360","424968839","433970173","-8399146","-3561237.904","23120849","23854613","23348893","-480904","-1077224.96","3685250","3682785.8","3707510.6","-9898.2","-3286.2024","0","0","0","0","0","2016-06-05 04:00:01.0"
"2016","03","공동주택관리소","1970","289535283","284786331","286732833","3775701","1600897.224","15960127","15360377","14720084","919896.5","2060568.16","12770502.5","12631631.9","12605557.9","151907.6","50433.3232","0","0","0","0","0","2016-06-05 04:00:01.0"
"2016","03","공공기관","2134","134826425","132006317","129370797","4137868","1754456.032","5679063","5371918","5242553","371827.5","832893.6","1276264.4","1241462.4","1220497.2","45284.6","15034.4872","0","0","0","0","0","2016-06-05 04:00:01.0"
"2016","03","개인","881235","203451798","200479698","201978708","2222595","942380.28","60019600","56324838","53579089","5067636.5","11351505.76","13191615.499","13318966.175","13271899.478","-103817.3275","-34467.35273","14070182.978","14895180.844","13536392.741","-145603.8145","-2725787.721523","2016-06-05 04:00:01.0"
